Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HC,AC,HF,AF,Path,Season,HP1,HP2,HP3,HP4,HP5,HP6,HP7,HP8,HP9,HP10,HP11,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,HPG,HPD,HPF,HPM,APD,APG,APF,APM
23-Oct-10,Wigan,Bolton,1,1,D,0,0,D,,H Webb,15,9,9,2,5,0,8,14,.data/EPL/2010-11/7173.json,10,3780,2669,4218,3979,2755,3524,3981,3366,1589,1359,3980,3435,1249,3583,3040,3349,2075,1342,2841,2620,3830,1780,1,4,2,4,4,1,2,4
24-Oct-10,Liverpool,Blackburn,2,1,H,0,0,D,,P Dowd,17,4,10,2,15,4,17,12,.data/EPL/2010-11/7174.json,10,915,3137,2911,3903,3420,1515,1575,3404,4133,3900,1632,3825,3818,1337,3820,2289,2434,2867,3569,2636,1404,3821,1,4,1,5,4,1,1,5
24-Oct-10,Man City,Arsenal,0,3,A,0,1,A,,M Clattenburg,9,12,6,8,6,7,11,10,.data/EPL/2010-11/7175.json,10,4148,2925,4145,4142,1308,3908,2100,3659,3281,3653,3143,4031,3550,3053,3546,2609,3311,3309,2417,2837,4039,2413,1,4,1,5,4,1,1,5
24-Oct-10,Stoke,Man United,1,2,A,0,1,A,,A Marriner,6,12,2,5,5,6,6,13,.data/EPL/2010-11/7176.json,10,2053,1391,2976,1751,2047,2878,1772,3471,2796,3158,1495,1111,1717,4161,2935,336,1943,321,3447,2934,3247,2070,1,5,2,3,5,1,2,3
30-Oct-10,Arsenal,West Ham,1,0,H,0,0,D,,M Jones,20,6,13,3,7,4,14,18,.data/EPL/2010-11/7177.json,10,4031,3550,3546,2417,3053,3311,4030,3309,2837,4039,2413,3762,3765,1306,3014,3599,1518,3009,3962,3939,4214,2758,1,4,1,5,4,1,2,4
30-Oct-10,Blackburn,Chelsea,1,2,A,1,1,D,,P Walton,13,16,6,9,4,5,12,14,.data/EPL/2010-11/7178.json,10,3818,2969,2634,3820,2434,3925,2636,1404,3070,2289,3569,2655,3102,1494,2890,3860,1353,2662,2651,3363,1135,3360,1,5,2,3,5,1,2,3
30-Oct-10,Everton,Stoke,1,0,H,0,0,D,,L Probert,18,9,10,1,6,2,16,14,.data/EPL/2010-11/7179.json,10,2705,2704,2553,3030,921,3222,2516,2125,3388,3867,3600,2053,2976,3471,2047,2878,1772,2796,3158,3461,2980,2537,1,5,1,4,5,1,3,2
30-Oct-10,Fulham,Wigan,2,0,H,2,0,H,,A Marriner,15,8,9,3,7,1,7,12,.data/EPL/2010-11/7180.json,10,3121,1218,1230,1423,1429,3394,4121,1775,2129,2390,4123,3982,2871,3780,3366,4218,2755,3524,4219,1732,3448,3980,1,4,1,5,4,1,2,4
30-Oct-10,Man United,Tottenham,2,0,H,1,0,H,,M Clattenburg,18,11,10,5,1,4,12,10,.data/EPL/2010-11/7181.json,10,1634,1111,3247,2935,1943,2940,4161,3447,2934,3664,2070,3506,3239,3513,2270,3719,1692,3508,2054,4192,3723,2127,1,4,2,4,5,1,1,4
30-Oct-10,Wolves,Man City,2,1,H,1,1,D,,M Dean,10,17,6,9,5,7,5,14,.data/EPL/2010-11/7182.json,10,4001,3205,3997,2069,3993,3196,4000,3996,2485,3989,3999,2002,2925,2845,4152,4145,4142,1308,2100,3653,4148,3143,1,3,1,6,4,1,2,4
31-Oct-10,Aston Villa,Birmingham,0,0,D,0,0,D,,H Webb,7,10,3,6,1,4,13,11,.data/EPL/2010-11/7183.json,10,2279,2122,3015,1184,1464,2007,3562,908,3010,3062,1420,2932,2613,2847,2013,3807,4051,3806,2838,2433,776,2172,1,5,1,4,4,1,1,5
31-Oct-10,Bolton,Liverpool,0,1,A,0,0,D,,M Atkinson,14,10,10,4,1,4,15,13,.data/EPL/2010-11/7184.json,10,1249,2542,3040,3583,3349,2075,1342,2620,3830,1780,2841,915,3137,2911,3903,3420,1515,1575,3404,4133,3900,1632,1,4,2,4,4,1,1,5
31-Oct-10,Newcastle,Sunderland,5,1,H,3,0,H,,P Dowd,16,11,12,5,8,6,8,18,.data/EPL/2010-11/7185.json,10,3680,2040,3175,1962,3157,3169,2303,3683,4024,4172,3462,2949,2217,2098,3712,2517,4179,1890,2078,2728,4183,3452,1,4,2,4,4,1,2,4
01-Nov-10,Blackpool,West Brom,2,1,H,1,0,H,,M Oliver,21,12,8,5,8,2,16,13,.data/EPL/2010-11/7186.json,10,1694,4066,4081,4087,2861,4077,4061,3160,4076,4086,2557,4197,3186,4199,3208,3744,4196,2008,3754,3751,2250,3029,1,4,4,2,4,1,2,4
06-Nov-10,Birmingham,West Ham,2,2,D,0,0,D,,M Oliver,8,16,5,8,3,4,12,14,.data/EPL/2010-11/7187.json,10,2932,2613,3807,2013,2530,4051,3806,2838,2433,776,2172,2058,3762,3939,3599,1518,3009,1306,4214,3765,2758,1131,1,4,2,4,4,1,3,3
06-Nov-10,Blackburn,Wigan,2,1,H,0,0,D,,K Friend,10,16,3,10,3,6,16,15,.data/EPL/2010-11/7188.json,10,3818,2969,2634,3820,2434,3569,2636,1404,3070,3925,2289,3982,2871,3780,3981,4218,4219,2755,3524,3975,1732,3980,1,5,2,3,5,1,1,4
06-Nov-10,Blackpool,Everton,2,2,D,1,1,D,,A Marriner,11,20,8,14,3,7,14,12,.data/EPL/2010-11/7189.json,10,3160,1694,4081,4087,2861,4086,4077,4061,4066,2557,2403,2705,3867,2704,2553,3030,921,3222,3388,2516,2125,3600,1,4,3,3,5,1,1,4
06-Nov-10,Bolton,Tottenham,4,2,H,1,0,H,,C Foy,18,11,8,6,7,6,13,9,.data/EPL/2010-11/7190.json,10,2542,3040,1249,3583,3349,2075,1342,3830,2620,1780,2841,3506,3527,3239,3513,1629,3719,3508,4193,2054,3180,3723,1,4,2,4,5,1,1,4
06-Nov-10,Fulham,Aston Villa,1,1,D,0,1,A,,P Walton,14,15,10,8,3,3,12,4,.data/EPL/2010-11/7191.json,10,1775,3121,2129,1218,4121,1230,3394,1423,2390,4123,1429,2279,2122,3566,3015,1184,1464,3564,3010,3062,1420,3565,1,4,1,5,4,1,1,5
06-Nov-10,Man United,Wolves,2,1,H,1,0,H,,P Dowd,14,8,10,6,3,2,6,11,.data/EPL/2010-11/7192.json,10,1211,3445,1111,3919,1717,4161,2935,1943,2940,2934,2070,4001,3205,3997,2069,3993,3196,3996,2485,3989,3999,4000,1,5,1,4,3,1,1,6
06-Nov-10,Sunderland,Stoke,2,0,H,1,0,H,,M Atkinson,14,11,7,5,6,9,10,13,.data/EPL/2010-11/7193.json,10,2217,2078,2949,3712,3452,2517,4179,3948,2728,4183,4188,2053,2976,2047,2878,2980,1772,3471,2796,3158,3461,2537,1,4,2,4,5,1,3,2
07-Nov-10,Arsenal,Newcastle,0,1,A,0,1,A,,M Dean,11,7,8,2,12,2,16,12,.data/EPL/2010-11/7194.json,10,4031,2417,3311,4030,3546,3309,2839,3547,2837,4039,2413,3680,2040,3175,1962,3157,3169,2303,3683,4024,4172,3462,1,4,1,5,4,1,2,4
07-Nov-10,Liverpool,Chelsea,2,0,H,2,0,H,,H Webb,9,11,7,7,2,5,15,17,.data/EPL/2010-11/7195.json,10,915,3135,3420,3137,2911,3903,1515,1575,3404,4133,3644,3860,2655,4103,3360,3102,3107,1135,1494,1353,2651,3363,1,4,1,5,5,1,2,3
07-Nov-10,West Brom,Man City,0,2,A,0,2,A,,L Probert,13,9,7,5,6,1,15,16,.data/EPL/2010-11/7196.json,10,3186,4199,3744,4196,3754,3751,2250,2008,3208,3735,3029,2002,3654,4145,1308,4152,3281,4142,3659,3653,4148,3143,1,4,2,4,4,1,2,4
09-Nov-10,Stoke,Birmingham,3,2,H,1,0,H,,M Clattenburg,19,14,12,10,10,4,6,8,.data/EPL/2010-11/7197.json,10,2053,1391,1426,2787,2976,1772,2878,2796,2980,1495,2537,2932,2613,2847,3807,2013,4051,3806,2433,776,4048,2530,1,4,2,4,4,1,2,4
09-Nov-10,Tottenham,Sunderland,1,1,D,0,0,D,,H Webb,20,8,12,4,17,3,6,15,.data/EPL/2010-11/7198.json,10,3506,2991,4192,3239,3513,3728,3719,2009,3508,2054,3723,2217,2056,2949,3712,1982,1890,4184,2728,2393,3488,4188,1,5,1,4,4,1,1,5
10-Nov-10,Aston Villa,Blackpool,3,2,H,1,1,D,,A Taylor,19,12,12,6,11,8,7,10,.data/EPL/2010-11/7199.json,10,2279,2122,3566,1184,1464,3562,3565,3010,3062,3564,1420,2168,4237,3329,4069,4078,2403,1118,1609,4074,2133,3581,1,5,1,4,3,1,3,4
10-Nov-10,Chelsea,Fulham,1,0,H,1,0,H,,M Atkinson,19,5,10,3,4,4,14,15,.data/EPL/2010-11/7200.json,10,3102,3107,1494,2890,3860,1353,2662,2651,3363,3360,3587,1775,3121,1932,1218,1974,1230,3116,1004,3394,1423,4123,1,5,2,3,4,1,1,5
10-Nov-10,Everton,Bolton,1,1,D,0,0,D,,P Dowd,23,10,12,5,15,10,8,12,.data/EPL/2010-11/7201.json,10,2705,1598,2704,3030,3604,3222,3876,2516,2125,3388,921,1249,3349,3040,3583,2075,1342,2542,3830,2620,1780,2841,1,3,1,6,4,1,2,4
10-Nov-10,Man City,Man United,0,0,D,0,0,D,,C Foy,6,7,4,4,8,5,10,12,.data/EPL/2010-11/7202.json,10,2002,1308,3654,2100,4145,3659,3281,3653,4142,4148,3143,2934,1634,1111,3247,2935,1943,2940,336,3447,3664,2070,1,4,1,5,4,1,1,5
10-Nov-10,Newcastle,Blackburn,1,2,A,0,1,A,,M Jones,9,7,3,5,4,1,16,15,.data/EPL/2010-11/7203.json,10,3680,2040,3175,1962,3157,3169,2303,3683,4024,3462,4172,3825,3818,3823,2634,3820,2434,3026,3569,2636,1404,3070,1,4,2,4,6,1,1,3
10-Nov-10,West Ham,West Brom,2,2,D,1,1,D,,M Dean,8,14,5,6,6,7,13,5,.data/EPL/2010-11/7204.json,10,4212,3762,1740,3939,3599,1518,3009,2058,1306,2758,1131,4199,2529,3744,2435,4196,2008,2250,3029,3746,4204,3735,1,4,2,4,3,1,1,6
10-Nov-10,Wigan,Liverpool,1,1,D,0,1,A,,P Walton,10,8,8,3,5,4,7,10,.data/EPL/2010-11/7205.json,10,2871,4218,3780,2755,3524,4219,3981,1732,3448,3982,3980,915,3135,3137,2911,3420,1515,3903,1575,3404,4133,3644,1,4,1,5,4,1,1,5
10-Nov-10,Wolves,Arsenal,0,2,A,0,1,A,,M Halsey,14,12,7,8,5,2,7,14,.data/EPL/2010-11/7206.json,10,3205,3997,2069,3999,3993,2887,3996,2485,3989,4000,4001,4031,3550,3052,2609,2417,3311,3309,3547,2837,4039,2413,1,4,1,5,4,1,1,5
13-Nov-10,Aston Villa,Man United,2,2,D,0,0,D,,M Dean,12,16,6,10,9,7,11,9,.data/EPL/2010-11/7207.json,10,2279,2122,1184,2622,1464,3801,3010,3062,3564,1420,3565,1211,1634,1111,3247,2935,1943,4161,3447,2934,2940,2070,1,4,1,5,4,1,2,4
13-Nov-10,Man City,Birmingham,0,0,D,0,0,D,,M Jones,21,5,11,3,6,4,15,11,.data/EPL/2010-11/7208.json,10,2002,2274,2100,4145,4142,4141,3659,3281,3653,4148,3143,2932,2613,4051,3807,2013,3806,2433,776,2172,2847,2530,1,4,1,5,4,1,2,4
13-Nov-10,Newcastle,Fulham,0,0,D,0,0,D,,L Probert,13,10,7,8,5,5,11,19,.data/EPL/2010-11/7209.json,10,3680,3688,2040,3175,3157,3169,3683,4024,4172,3462,3131,1775,3121,1218,1974,1230,1004,3394,1423,2390,2695,4123,1,4,2,4,3,1,2,5
13-Nov-10,Stoke,Liverpool,2,0,H,0,0,D,,M Halsey,14,10,7,6,4,3,14,10,.data/EPL/2010-11/7210.json,10,2053,1391,2787,1495,2976,1772,3702,2796,3158,2980,2537,915,3137,2911,3420,1515,3903,1575,3404,4133,3900,3135,1,4,2,4,4,1,1,5
13-Nov-10,Tottenham,Blackburn,4,2,H,2,0,H,,A Marriner,20,12,12,8,12,6,11,11,.data/EPL/2010-11/7211.json,10,3506,3239,3513,1629,3728,3719,2127,3508,2054,4192,3723,3825,2634,3820,2434,3823,3818,3026,2636,3569,1404,3070,1,5,2,3,6,1,1,3
13-Nov-10,West Ham,Blackpool,0,0,D,0,0,D,,K Friend,17,16,4,5,8,7,7,7,.data/EPL/2010-11/7212.json,10,3762,3014,3599,1518,3009,1306,1740,3939,2758,1131,4214,3160,1694,4081,4076,4077,2861,4087,4061,4086,4066,2557,1,4,2,4,4,1,4,2
13-Nov-10,Wigan,West Brom,1,0,H,0,0,D,,A Taylor,13,12,4,6,5,5,13,13,.data/EPL/2010-11/7213.json,10,2871,1732,4218,3780,2755,4219,3981,3975,3448,3982,3980,3186,4199,3744,3751,2435,4196,2250,2008,3029,2529,4204,1,4,1,5,3,1,1,6
13-Nov-10,Wolves,Bolton,2,3,A,0,1,A,,P Walton,10,13,6,7,12,3,10,10,.data/EPL/2010-11/7214.json,10,3205,3997,2069,3993,3196,2746,3987,2485,4000,3892,4001,3623,1249,2542,3040,3583,2075,1342,3830,2620,1780,2841,1,4,2,4,4,1,2,4
14-Nov-10,Chelsea,Sunderland,0,3,A,0,1,A,,C Foy,14,19,7,9,6,3,9,13,.data/EPL/2010-11/7215.json,10,3860,2654,3102,1135,1494,2662,2651,3363,3360,4103,3587,2949,2217,2056,4188,3712,2517,1890,1982,2728,3452,3488,1,5,2,3,4,1,2,4
14-Nov-10,Everton,Arsenal,1,2,A,0,1,A,,H Webb,14,13,7,8,9,2,15,14,.data/EPL/2010-11/7216.json,10,2705,3867,3030,3222,2516,2125,3388,3600,2704,1598,921,4031,3550,3546,2609,2417,3311,3309,3547,2837,4039,2413,1,5,1,4,4,1,1,5
20-Nov-10,Arsenal,Tottenham,2,3,A,2,0,H,,P Dowd,12,10,7,6,2,6,17,16,.data/EPL/2010-11/7217.json,10,4031,3550,3053,2417,3311,4030,3546,3309,2837,4039,2413,3506,2270,3239,3513,3728,3719,2127,3508,2054,4192,3723,1,4,1,5,5,1,1,4
20-Nov-10,Birmingham,Chelsea,1,0,H,1,0,H,,M Halsey,1,24,1,9,4,14,9,2,.data/EPL/2010-11/7218.json,10,1190,2932,2613,4051,3807,2013,3806,2433,776,2172,2530,2655,3102,1135,1494,2662,2651,3360,4103,2654,3363,3107,1,4,2,4,4,1,3,3
20-Nov-10,Blackpool,Wolves,2,1,H,2,0,H,,M Clattenburg,13,19,9,10,4,11,7,9,.data/EPL/2010-11/7219.json,10,3160,1694,4081,3329,4074,2861,4077,2557,1609,4087,4066,3993,3205,3997,2069,3196,3987,2485,3989,4000,2523,2887,1,4,3,3,5,1,1,4
20-Nov-10,Bolton,Newcastle,5,1,H,2,0,H,,H Webb,18,6,9,1,2,3,13,9,.data/EPL/2010-11/7220.json,10,3623,1249,2542,3040,3583,2075,1342,2620,3830,1780,2841,3680,2040,3175,1962,3157,3169,4024,3462,3131,1412,3683,1,4,2,4,4,1,2,4
20-Nov-10,Liverpool,West Ham,3,0,H,3,0,H,,L Probert,19,6,11,1,10,2,8,8,.data/EPL/2010-11/7221.json,10,915,4134,3420,2911,3903,2148,1515,3404,4133,3135,3650,3939,3014,1306,3599,3009,2058,3762,4214,3761,2758,1131,1,4,2,4,4,1,3,3
20-Nov-10,Man United,Wigan,2,0,H,1,0,H,,M Atkinson,17,10,12,4,11,1,10,14,.data/EPL/2010-11/7222.json,10,1111,3919,2935,1634,1943,3664,3447,2934,2940,2070,3454,2871,2755,3780,4218,4219,3524,3981,3975,1589,3982,3980,1,4,1,5,5,1,1,4
20-Nov-10,West Brom,Stoke,0,3,A,0,0,D,,C Foy,15,6,8,4,8,3,10,9,.data/EPL/2010-11/7223.json,10,4197,4199,3751,4196,3381,2250,3029,2008,2529,4204,3735,2053,1391,2787,2976,1772,3702,2796,3158,2980,2537,1495,1,4,1,5,4,1,2,4
21-Nov-10,Blackburn,Aston Villa,2,0,H,1,0,H,,M Oliver,14,16,5,11,5,8,15,10,.data/EPL/2010-11/7224.json,10,3818,3823,2634,3820,2289,2636,2385,1337,1404,3070,3569,2279,2122,1184,2622,1464,3801,3562,2928,3062,1420,3565,1,5,1,4,4,1,1,5
21-Nov-10,Fulham,Man City,1,4,A,0,3,A,,L Mason,9,11,3,8,7,7,13,16,.data/EPL/2010-11/7225.json,10,1775,3121,1932,1218,1230,2695,3394,4121,1423,2129,1004,2002,4145,3654,3606,1308,3659,3281,3653,4148,3143,4141,1,4,1,5,4,1,2,4
22-Nov-10,Sunderland,Everton,2,2,D,1,1,D,,P Walton,13,10,8,8,4,4,5,7,.data/EPL/2010-11/7226.json,10,2217,2949,2098,2056,2393,3452,2517,3712,1982,2728,3488,2705,1598,3867,2704,3030,921,3222,2516,2125,3388,3600,1,4,2,4,5,1,1,4
27-Nov-10,Aston Villa,Arsenal,2,4,A,0,2,A,,M Clattenburg,6,17,4,10,3,8,10,7,.data/EPL/2010-11/7227.json,10,2279,2122,3065,1184,1464,3562,3565,3010,1835,3062,1420,4039,4031,3550,3311,4030,3546,3309,3052,2837,3547,2413,1,5,1,4,4,1,1,5
27-Nov-10,Bolton,Blackpool,2,2,D,0,1,A,,M Dean,24,16,14,10,4,4,8,14,.data/EPL/2010-11/7228.json,10,3623,1249,2542,3583,2583,2075,1342,2841,2620,3830,1780,3160,1694,4081,4087,4076,3329,2861,4086,4077,4066,2557,1,4,2,4,4,1,4,2
27-Nov-10,Everton,West Brom,1,4,A,1,2,A,,L Mason,12,7,4,3,2,2,11,18,.data/EPL/2010-11/7229.json,10,2705,3867,2704,2553,3030,3222,2905,2516,2125,1881,3388,4197,4199,2529,3744,2008,3751,2250,3029,3746,4204,3735,1,5,2,3,3,1,1,6
27-Nov-10,Fulham,Birmingham,1,1,D,0,1,A,,H Webb,11,7,7,3,7,4,10,9,.data/EPL/2010-11/7230.json,10,3121,2789,1218,4121,1230,3394,1423,1775,2129,1932,2390,1190,2932,2613,2013,3807,3806,2838,2433,776,2172,2530,1,4,1,5,4,1,1,5
27-Nov-10,Man United,Blackburn,7,1,H,3,0,H,,L Probert,15,3,11,2,5,2,6,6,.data/EPL/2010-11/7231.json,10,2935,1634,1111,3664,3446,3447,2934,3247,2940,2064,2070,3818,2434,2634,3820,3166,3026,2385,1337,1404,3070,2289,1,4,2,4,5,1,1,4
27-Nov-10,Stoke,Man City,1,1,D,0,0,D,,P Walton,16,9,9,4,6,2,8,10,.data/EPL/2010-11/7232.json,10,2053,1391,2787,3702,2976,1772,2796,3158,2980,2537,1495,2002,1308,2925,2100,3281,4145,4152,3659,3653,3143,4141,1,4,2,4,4,1,2,4
27-Nov-10,West Ham,Wigan,3,1,H,1,0,H,,M Halsey,15,10,9,10,7,2,8,8,.data/EPL/2010-11/7233.json,10,3009,3517,3599,3939,4212,3766,3765,2758,1518,1131,4214,2871,3366,3980,2755,3524,4219,3981,3975,1589,3448,3982,1,4,2,4,4,1,1,5
27-Nov-10,Wolves,Sunderland,3,2,H,0,0,D,,M Jones,14,15,8,9,11,5,11,10,.data/EPL/2010-11/7234.json,10,2523,3205,2569,3993,2887,3987,2485,3991,3999,4000,4001,2949,2098,2056,2393,3452,2517,3712,3948,1982,2728,3488,1,5,1,4,4,1,2,4
28-Nov-10,Newcastle,Chelsea,1,1,D,1,1,D,,A Marriner,5,17,3,13,6,7,9,11,.data/EPL/2010-11/7235.json,10,3175,1962,3131,3157,3169,3683,557,4172,3462,2681,2323,2655,4103,1135,1494,2662,2651,3360,3102,3587,3363,3107,1,4,2,4,4,1,3,3
28-Nov-10,Tottenham,Liverpool,2,1,H,0,1,A,,M Atkinson,20,12,13,8,5,8,6,16,.data/EPL/2010-11/7236.json,10,3506,3239,3508,3513,3527,1629,2270,3719,2054,4192,3723,3137,915,2911,3903,4133,3420,2148,1515,3404,3135,3650,1,5,1,4,4,1,2,4
04-Dec-10,Arsenal,Fulham,2,1,H,1,1,D,,C Foy,15,11,9,7,3,7,7,5,.data/EPL/2010-11/7237.json,10,4039,4031,3546,3550,3311,3309,3052,3547,4030,2837,2413,1775,3121,1218,1230,3280,3116,1423,3394,1932,2390,2789,1,4,1,5,4,1,1,5
04-Dec-10,Birmingham,Tottenham,1,1,D,0,1,A,,K Friend,13,10,5,5,6,11,14,7,.data/EPL/2010-11/7238.json,10,2932,2847,2013,3807,3806,1190,2433,776,4048,2172,2530,3506,3681,3239,1526,3513,3527,1629,2270,3719,2054,3723,1,4,1,5,5,1,2,3
04-Dec-10,Blackburn,Wolves,3,0,H,2,0,H,,H Webb,10,10,7,7,8,11,9,11,.data/EPL/2010-11/7239.json,10,3818,2634,1337,2385,3820,2434,3569,2636,1404,3070,2289,3205,2569,3993,2887,3987,3991,3989,3999,3892,4000,4001,1,5,1,4,6,1,1,3
04-Dec-10,Chelsea,Everton,1,1,D,1,0,H,,L Probert,12,16,5,7,7,2,7,11,.data/EPL/2010-11/7240.json,10,1494,2890,1353,2662,2651,1135,3360,3102,3363,3587,3107,2705,1598,3030,3604,921,3222,3388,2516,2125,3600,3389,1,4,3,3,4,1,1,5
04-Dec-10,Man City,Bolton,1,0,H,1,0,H,,A Marriner,19,7,10,2,8,8,12,18,.data/EPL/2010-11/7241.json,10,4145,1308,4152,2002,3654,3659,3281,3653,4148,3143,4141,3623,3435,1249,3583,2583,2075,1342,2620,3830,1780,2841,1,4,2,4,4,1,2,4
04-Dec-10,Wigan,Stoke,2,2,D,2,2,D,,M Jones,15,11,8,7,5,4,11,10,.data/EPL/2010-11/7242.json,10,3524,2871,2686,4218,4227,2755,1589,3975,3448,3982,3980,2053,1391,1426,2787,2976,2047,1772,2796,3158,2980,2537,1,4,1,5,4,1,3,3
05-Dec-10,Sunderland,West Ham,1,0,H,1,0,H,,M Atkinson,17,8,12,2,9,3,6,8,.data/EPL/2010-11/7243.json,10,4188,2949,3948,2393,3452,2517,3712,1982,2728,2098,3488,2058,2645,1518,3009,3517,1306,2518,1740,2758,1131,4214,1,4,3,3,5,1,2,3
05-Dec-10,West Brom,Newcastle,3,1,H,1,0,H,,M Dean,20,11,12,7,7,3,11,9,.data/EPL/2010-11/7244.json,10,4197,4199,3744,4200,3746,2008,2250,3029,2529,4204,3735,3175,1962,3157,2681,3169,3683,557,4172,3462,3131,2323,1,3,1,6,4,1,2,4
06-Dec-10,Liverpool,Aston Villa,3,0,H,2,0,H,,P Dowd,12,5,7,2,4,3,12,13,.data/EPL/2010-11/7245.json,10,3135,3650,3900,3137,2911,4133,3413,2148,1515,3903,3404,2279,2122,1184,2622,1464,3562,3010,3801,3564,1420,2928,1,4,1,5,5,1,1,4
11-Dec-10,Aston Villa,West Brom,2,1,H,1,0,H,,M Halsey,6,11,3,4,6,13,8,14,.data/EPL/2010-11/7246.json,10,2279,2122,3563,3324,908,3565,3010,3062,3801,3564,1420,4199,3744,4200,3746,3754,2250,3029,2008,2529,4197,3735,1,4,1,5,3,1,1,6
11-Dec-10,Everton,Wigan,0,0,D,0,0,D,,M Oliver,16,5,8,4,9,4,13,18,.data/EPL/2010-11/7247.json,10,2705,1598,3030,3604,921,3222,3388,2516,2125,3600,3389,3448,2871,3780,3980,2686,4218,2755,3524,1589,3975,3982,1,4,1,5,4,1,1,5
11-Dec-10,Fulham,Sunderland,0,0,D,0,0,D,,N Swarbrick,14,11,13,2,4,3,14,10,.data/EPL/2010-11/7248.json,10,1775,3121,1932,1218,4121,1230,3280,3394,1423,2390,2789,2949,2098,3712,3948,2517,4179,1982,2728,2393,3714,3452,1,4,1,5,4,1,2,4
11-Dec-10,Newcastle,Liverpool,3,1,H,1,0,H,,L Mason,8,16,5,7,2,5,19,13,.data/EPL/2010-11/7249.json,10,3175,1962,2040,3157,3169,3683,2303,557,4172,3462,2323,3137,2911,4133,3420,2148,1515,3903,3404,3900,3135,3650,1,4,2,4,4,1,2,4
11-Dec-10,Stoke,Blackpool,0,1,A,0,0,D,,A Taylor,16,10,5,5,10,4,12,11,.data/EPL/2010-11/7250.json,10,2053,1391,3702,2976,2796,2787,1772,3158,2980,2537,1495,3160,1694,4081,4076,3329,2861,4077,4087,4086,4066,2557,1,4,2,4,4,1,4,2
11-Dec-10,West Ham,Man City,1,3,A,0,1,A,,P Dowd,13,12,3,7,2,6,10,13,.data/EPL/2010-11/7251.json,10,4212,3766,1518,3517,2518,3939,2645,2758,1131,3518,4214,2002,4145,1308,3654,4142,3606,4152,3659,3653,4148,3143,1,5,2,3,4,1,2,4
12-Dec-10,Bolton,Blackburn,2,1,H,0,0,D,,M Clattenburg,12,16,7,11,3,10,12,13,.data/EPL/2010-11/7252.json,10,3623,3435,1249,3583,3040,2583,2075,1342,2620,3830,1780,2634,3820,2434,3818,2385,3569,2636,1404,2867,3070,2289,1,4,2,4,6,1,1,3
12-Dec-10,Tottenham,Chelsea,1,1,D,1,0,H,,M Dean,10,13,3,7,1,7,9,13,.data/EPL/2010-11/7253.json,10,2805,3506,3527,3681,3239,1526,3513,2270,3728,3719,3723,2654,4103,3107,1135,1494,2890,1353,2651,3363,3360,3102,1,5,2,3,4,1,2,4
12-Dec-10,Wolves,Birmingham,1,0,H,1,0,H,,M Atkinson,14,3,9,0,7,2,9,15,.data/EPL/2010-11/7254.json,10,3196,2569,3993,2746,3987,3996,3991,2485,3989,3999,4001,2932,2613,4051,2119,3807,3806,1190,2433,776,2172,2530,1,5,1,4,4,1,2,4
13-Dec-10,Man United,Arsenal,1,0,H,1,0,H,,H Webb,14,11,10,6,5,4,7,16,.data/EPL/2010-11/7255.json,10,3446,1634,1111,2935,1943,3664,2940,3447,2934,2064,2070,4039,4031,3550,3543,3546,3311,4030,3052,3547,2837,2413,1,4,1,5,4,1,1,5
18-Dec-10,Blackburn,West Ham,1,1,D,0,0,D,,M Dean,13,11,5,3,9,4,12,10,.data/EPL/2010-11/7256.json,10,3818,2634,2385,2289,2434,1337,3070,3925,3569,2636,1404,4212,3939,2518,1306,1518,3009,3517,4207,1740,2645,1131,1,4,2,4,5,1,1,4
18-Dec-10,Sunderland,Bolton,1,0,H,1,0,H,,C Foy,13,12,5,8,2,5,6,13,.data/EPL/2010-11/7257.json,10,4188,2949,2098,3712,2393,3452,2517,3948,1982,2728,3488,3623,3435,1249,2542,3583,3040,2075,1342,2841,2620,1780,1,4,3,3,4,1,2,4
20-Dec-10,Man City,Everton,1,2,A,0,2,A,,P Walton,25,4,15,3,11,0,8,13,.data/EPL/2010-11/7258.json,10,2002,1308,3654,2100,3281,4145,4152,3653,4148,3143,4141,2705,3030,3222,1887,3604,921,2516,2125,2905,3389,3600,1,4,2,4,4,1,1,5
26-Dec-10,Aston Villa,Tottenham,1,2,A,0,1,A,,M Atkinson,26,13,15,8,8,4,13,11,.data/EPL/2010-11/7259.json,10,2279,2122,3563,3324,908,3801,3564,2622,3010,3799,1420,2805,3723,3506,3513,2270,3239,3527,1526,3719,3508,4192,1,4,2,4,4,1,1,5
26-Dec-10,Blackburn,Stoke,0,2,A,0,0,D,,M Jones,12,11,8,9,5,3,12,20,.data/EPL/2010-11/7260.json,10,3818,2634,1337,3819,2434,2867,3925,3569,2636,1404,3825,2053,1391,2976,2796,1772,3702,2047,3158,2980,2537,1495,1,5,2,3,4,1,2,4
26-Dec-10,Bolton,West Brom,2,0,H,1,0,H,,H Webb,12,15,8,9,5,7,8,8,.data/EPL/2010-11/7261.json,10,1249,3349,3583,3040,2075,1342,2542,2841,2620,3830,1780,4197,4199,3744,3751,4200,3746,2250,3029,2529,4204,3735,1,4,2,4,3,1,1,6
